Frame,Time (Seconds),QX,QY,QZ,QW,X,Y,Z
84,0.7,,,,,,,
85,0.708333,,,,,,,
86,0.716667,,,,,,,
87,0.725,,,,,,,
88,0.733333,,,,,,,
89,0.741667,,,,,,,
90,0.75,,,,,,,
91,0.758333,,,,,,,
92,0.766667,,,,,,,
93,0.775,,,,,,,
94,0.783333,,,,,,,
95,0.791667,,,,,,,
96,0.8,,,,,,,
97,0.808333,,,,,,,
98,0.816667,,,,,,,
99,0.825,,,,,,,
100,0.833333,,,,,,,
101,0.841667,,,,,,,
102,0.85,,,,,,,
103,0.858333,,,,,,,
104,0.866667,,,,,,,
105,0.875,,,,,,,
106,0.883333,,,,,,,
107,0.891667,,,,,,,
108,0.9,,,,,,,
109,0.908333,,,,,,,
110,0.916667,,,,,,,
111,0.925,,,,,,,
112,0.933333,,,,,,,
113,0.941667,,,,,,,
114,0.95,,,,,,,
115,0.958333,,,,,,,
116,0.966667,,,,,,,
117,0.975,,,,,,,
118,0.983333,0.063061,0.4932,-0.024431,-0.867283,-1154.541748,960.77832,3791.995605
119,0.991667,,,,,,,
120,1,,,,,,,
121,1.008333,,,,,,,
122,1.016667,0.065926,0.492402,-0.019858,-0.86764,-1145.67041,956.052612,3783.743408
123,1.025,,,,,,,
124,1.033333,,,,,,,
125,1.041667,,,,,,,
126,1.05,0.068497,0.49449,-0.014757,-0.866355,-1136.665771,951.255127,3773.705566
127,1.058333,,,,,,,
128,1.066667,,,,,,,
129,1.075,,,,,,,
130,1.083333,0.070339,0.502484,-0.00818,-0.861682,-1127.819946,946.755859,3760.618652
131,1.091667,,,,,,,
132,1.1,0.06866,0.505369,-0.004908,-0.860153,-1124.057861,943.750122,3754.908203
133,1.108333,0.068872,0.505385,-0.004143,-0.860131,-1121.502808,942.55719,3752.446289
134,1.116667,0.071144,0.505514,-0.004214,-0.85987,-1118.102661,941.937805,3749.806885
135,1.125,0.069857,0.506326,-0.002476,-0.859505,-1116.065552,940.424255,3747.114014
136,1.133333,0.069847,0.50213,-0.00299,-0.861962,-1113.526123,939.076965,3746.393799
137,1.141667,0.070724,0.507651,-0.000862,-0.858655,-1110.528687,938.348694,3741.583496
138,1.15,0.07111,0.505919,-0.000782,-0.859645,-1107.589233,937.475525,3740.28418
139,1.158333,0.070933,0.503294,-0.000724,-0.861199,-1104.832642,936.220459,3738.515869
140,1.166667,0.070633,0.503638,-0.000139,-0.861023,-1102.101074,935.339294,3735.772461
141,1.175,0.071546,0.508719,0.001118,-0.857954,-1098.97876,934.569031,3731.249756
142,1.183333,0.07166,0.505197,0.000615,-0.860023,-1096.177368,933.471252,3730.213867
143,1.191667,0.072668,0.51051,0.002124,-0.856793,-1093.275879,932.952087,3725.36499
144,1.2,0.073262,0.509724,0.002097,-0.857211,-1090.290161,932.293152,3723.707031
145,1.208333,0.071933,0.510022,0.002888,-0.857143,-1087.874512,931.096558,3721.247559
146,1.216667,0.073462,0.505586,0.001635,-0.859641,-1084.421143,930.498413,3719.568115
147,1.225,0.074358,0.510046,0.002442,-0.856923,-1080.998657,929.994629,3715.043945
148,1.233333,0.074485,0.509089,0.001701,-0.857483,-1078.240723,929.098267,3712.609131
149,1.241667,0.075014,0.508883,0.001797,-0.857559,-1075.042725,928.470337,3709.92334
150,1.25,0.075749,0.512591,0.002548,-0.855281,-1071.934937,928.065552,3705.979736
151,1.258333,0.076006,0.51235,0.002471,-0.855403,-1068.585815,927.30603,3702.718506
152,1.266667,0.076701,0.510613,0.002021,-0.85638,-1065.687744,926.603394,3700.452393
153,1.275,0.076747,0.509794,0.000592,-0.856866,-1062.275757,925.511597,3697.973389
154,1.283333,0.077273,0.51134,0.001114,-0.855897,-1059.539429,924.949768,3694.149414
155,1.291667,0.077898,0.513606,0.001241,-0.854482,-1056.311157,924.331177,3690.166992
156,1.3,0.078215,0.514585,0.001261,-0.853864,-1053.25061,923.669373,3686.685303
157,1.308333,0.078019,0.513072,0.000015,-0.854792,-1050.380981,922.701233,3684.227051
158,1.316667,0.079339,0.513175,-0.000765,-0.854609,-1047.154175,922.375,3681.268066
159,1.325,0.078582,0.513709,-0.000724,-0.854358,-1044.373413,921.501892,3677.70874
160,1.333333,0.078626,0.513982,-0.001122,-0.854189,-1041.374878,920.947327,3674.431152
161,1.341667,0.078694,0.516582,-0.000876,-0.852613,-1038.296997,920.596985,3670.241455
162,1.35,0.078739,0.516654,-0.001537,-0.852565,-1035.397461,920.08197,3666.981445
163,1.358333,0.078301,0.51658,-0.002175,-0.852648,-1032.285034,919.612488,3663.82666
164,1.366667,0.077642,0.515199,-0.003287,-0.85354,-1029.92627,919.095032,3661.043213
165,1.375,0.078402,0.520729,-0.0027,-0.85011,-1027.012329,918.923035,3655.420898
166,1.383333,0.077461,0.516043,-0.004587,-0.85304,-1024.311646,918.36261,3654.077637
167,1.391667,0.077181,0.515797,-0.00542,-0.85321,-1021.199585,918.098999,3650.814941
168,1.4,0.077782,0.514656,-0.006564,-0.853836,-1018.729797,917.858887,3648.083496
169,1.408333,0.076846,0.516091,-0.007835,-0.853044,-1016.324036,917.289917,3644.20459
170,1.416667,0.076477,0.516074,-0.008465,-0.853081,-1013.81311,917.221191,3640.961426
171,1.425,0.073601,0.516392,-0.008795,-0.853138,-1010.959534,916.774109,3637.601807
172,1.433333,0.072645,0.516413,-0.009328,-0.853202,-1008.796204,916.708374,3634.230469
173,1.441667,0.071804,0.516292,-0.009671,-0.853343,-1006.327393,916.824829,3630.975586
174,1.45,0.071053,0.516614,-0.010557,-0.8532,-1003.893494,916.816711,3627.641357
175,1.458333,0.070094,0.516832,-0.011286,-0.853138,-1001.443726,916.918884,3624.359375
176,1.466667,0.069145,0.517182,-0.011642,-0.852998,-998.919128,917.073547,3621.110352
177,1.475,0.068257,0.517694,-0.011661,-0.852759,-996.463501,917.324585,3617.727051
178,1.483333,0.067177,0.517103,-0.012827,-0.853186,-994.512512,917.3078,3614.668213
179,1.491667,0.065982,0.517094,-0.01328,-0.853278,-992.231567,917.442871,3611.443604
180,1.5,0.064988,0.517134,-0.013602,-0.853325,-989.944336,917.567505,3608.231689
181,1.508333,0.063896,0.517176,-0.01384,-0.853379,-987.695618,917.714294,3605.084717
182,1.516667,0.062693,0.517047,-0.013992,-0.853543,-985.79834,917.915466,3601.874512
183,1.525,0.062092,0.516385,-0.013976,-0.853988,-984.015015,917.972595,3598.663818
184,1.533333,0.061027,0.516174,-0.013885,-0.854194,-981.607117,917.972534,3595.460938
185,1.541667,0.060062,0.516312,-0.014244,-0.854173,-979.739807,918.109985,3592.219238
186,1.55,0.058435,0.517117,-0.014249,-0.853799,-976.850952,918.234375,3588.873779
187,1.558333,0.057768,0.517313,-0.01367,-0.853735,-975.033203,918.188782,3585.386963
188,1.566667,0.057184,0.516167,-0.013928,-0.854463,-973.399597,917.948181,3582.344971
189,1.575,0.056473,0.516096,-0.013982,-0.854553,-971.258972,917.604553,3578.898193
190,1.583333,0.055759,0.516033,-0.013834,-0.85464,-969.2724,917.229065,3575.410156
191,1.591667,0.05518,0.515891,-0.013624,-0.854767,-967.215027,916.820374,3571.90918
192,1.6,0.054749,0.515918,-0.013418,-0.854781,-965.374878,916.35907,3568.293701
193,1.608333,0.054335,0.515563,-0.012899,-0.85503,-963.135071,915.876465,3564.704834
194,1.616667,0.054088,0.515632,-0.012853,-0.855005,-961.07428,915.258545,3560.976563
195,1.625,0.053968,0.51541,-0.012349,-0.855154,-959.018677,914.68811,3557.286865
196,1.633333,0.053358,0.515911,-0.012055,-0.854894,-956.346375,914.124573,3553.549561
197,1.641667,0.053704,0.515127,-0.011415,-0.855353,-954.65741,913.466797,3549.717773
198,1.65,0.053786,0.514958,-0.010909,-0.855457,-952.64856,912.838318,3545.847656
199,1.658333,0.053717,0.514926,-0.01011,-0.85549,-950.715881,912.123291,3542.000488
200,1.666667,0.053805,0.514734,-0.009368,-0.855609,-948.492676,911.456421,3538.125977
201,1.675,0.053708,0.514758,-0.008729,-0.855607,-946.507446,910.765503,3534.238037
202,1.683333,0.053678,0.51469,-0.008014,-0.855657,-944.184631,910.082153,3530.333008
203,1.691667,0.053469,0.514921,-0.007338,-0.855537,-942.417603,909.374817,3526.44043
204,1.7,0.053399,0.514858,-0.006407,-0.855587,-940.098267,908.61261,3522.543701
205,1.708333,0.05305,0.515019,-0.005565,-0.855518,-938.162476,907.887024,3518.63208
206,1.716667,0.052534,0.515389,-0.005026,-0.85533,-936.134399,907.112427,3514.691162
207,1.725,0.052102,0.515369,-0.004171,-0.855373,-933.976074,906.468933,3510.818604
208,1.733333,0.051345,0.515634,-0.003139,-0.855263,-932.138672,905.787231,3506.996582
209,1.741667,0.050763,0.515924,-0.002317,-0.855126,-930.01001,905.108337,3503.118408
210,1.75,0.049894,0.516343,-0.001592,-0.854926,-928.045654,904.50708,3499.232666
211,1.758333,0.048832,0.517469,-0.000848,-0.854307,-925.930359,903.865112,3495.200684
212,1.766667,0.04797,0.517404,-0.000096,-0.854396,-923.991089,903.380615,3491.46167
213,1.775,0.046775,0.518024,0.000608,-0.854086,-922.087463,902.951294,3487.56958
214,1.783333,0.045447,0.518772,0.001388,-0.853702,-920.231323,902.494995,3483.681396
215,1.791667,0.04426,0.51946,0.001971,-0.853346,-918.117554,902.189331,3479.803223
216,1.8,0.04291,0.520295,0.002551,-0.852904,-916.166565,901.927185,3475.894043
217,1.808333,0.041641,0.521179,0.003043,-0.852425,-914.09314,901.760498,3471.966309
218,1.816667,0.040027,0.522645,0.003295,-0.851604,-911.128601,901.754517,3468.12085
219,1.825,0.038768,0.523155,0.003902,-0.851347,-910.047119,901.714661,3464.078369
220,1.833333,0.037397,0.524186,0.004233,-0.850772,-907.986877,901.769714,3460.044189
221,1.841667,0.035942,0.52532,0.004461,-0.850134,-905.915466,901.88916,3455.9729
222,1.85,0.034901,0.526342,0.004719,-0.849544,-903.452515,901.958313,3451.904053
223,1.858333,0.033771,0.527483,0.004698,-0.848881,-900.953064,902.184265,3447.783203
224,1.866667,0.032307,0.528785,0.005006,-0.848126,-898.779907,902.412048,3443.710693
225,1.875,0.031134,0.529951,0.00506,-0.847442,-896.269714,902.868225,3439.63623
226,1.883333,0.029453,0.532344,0.005758,-0.845996,-893.344238,903.545044,3435.3479
227,1.891667,0.028425,0.534001,0.005865,-0.844986,-890.871155,904.046387,3431.211182
228,1.9,0.027285,0.534971,0.006215,-0.844407,-888.24469,904.707153,3427.177979
229,1.908333,0.025936,0.536554,0.006352,-0.843443,-885.547058,905.397522,3423.049316
230,1.916667,0.024561,0.53749,0.006199,-0.842889,-883.006104,906.131042,3419.062744
231,1.925,0.0239,0.539158,0.006564,-0.84184,-879.947998,906.861816,3414.829102
232,1.933333,0.022759,0.539971,0.006524,-0.84135,-877.68335,907.52655,3410.707764
233,1.941667,0.022008,0.542067,0.006836,-0.840019,-874.163391,908.471375,3406.443115
234,1.95,0.021342,0.543485,0.007037,-0.839118,-871.377197,909.256714,3402.205566
235,1.958333,0.019707,0.545783,0.007783,-0.837659,-867.989075,910.37207,3397.938477
236,1.966667,0.018471,0.546653,0.007839,-0.837119,-864.564331,911.466736,3394.255127
237,1.975,0.018023,0.547893,0.008391,-0.836312,-861.940491,912.43219,3390.159424
238,1.983333,0.017131,0.549515,0.00945,-0.835255,-858.219238,913.662781,3386.447754
239,1.991667,0.01595,0.551866,0.009772,-0.833723,-854.72168,914.908936,3382.56665
240,2,0.013449,0.553555,0.010277,-0.832641,-850.88031,916.456787,3379.247314
241,2.008333,0.012846,0.554896,0.011416,-0.831742,-847.799255,917.77478,3375.686523
242,2.016667,0.010725,0.557251,0.011992,-0.830188,-843.586304,919.622803,3372.552979
243,2.025,0.009771,0.559559,0.012043,-0.828645,-840.234985,921.110352,3368.474365
244,2.033333,0.012512,0.561829,0.011598,-0.827078,-836.179993,923.256775,3364.765381
245,2.041667,0.010274,0.564361,0.012133,-0.825375,-832.613342,924.985718,3361.144775
246,2.05,0.011062,0.566343,0.011665,-0.824013,-828.757263,926.665283,3357.544678
247,2.058333,0.00753,0.56877,0.01191,-0.822376,-824.82428,928.017151,3354.236572
248,2.066667,0.006771,0.571007,0.011412,-0.820838,-821.19458,929.766052,3350.47583
249,2.075,0.006989,0.573175,0.010717,-0.819333,-817.860901,931.603577,3346.288818
250,2.083333,0.007062,0.575656,0.009567,-0.817606,-814.113525,933.582275,3342.32959
251,2.091667,0.007271,0.578046,0.00829,-0.81593,-810.520691,935.584656,3338.22583
252,2.1,0.007946,0.580344,0.007013,-0.814302,-806.896179,937.7229,3333.851807
253,2.108333,0.008296,0.582863,0.005068,-0.812512,-803.171387,939.919067,3329.50293
254,2.116667,0.00913,0.585524,0.00335,-0.810597,-799.573181,942.217407,3324.918945
255,2.125,0.009984,0.587758,0.001628,-0.808974,-795.979004,944.508667,3320.436035
256,2.133333,0.01064,0.5906,-0.000394,-0.806895,-792.18512,946.860962,3315.892578
257,2.141667,0.01119,0.593062,-0.002346,-0.805076,-788.697205,949.161438,3311.22998
258,2.15,0.011344,0.595661,-0.004518,-0.803143,-785.269775,951.54834,3306.588867
259,2.158333,0.012098,0.59834,-0.006645,-0.801124,-781.606873,953.854065,3301.877197
260,2.166667,0.012273,0.601204,-0.008575,-0.798955,-778.26239,956.163391,3296.82666
261,2.175,0.012263,0.60362,-0.010763,-0.797105,-774.979614,958.535278,3292.075684
262,2.183333,0.012266,0.605919,-0.012873,-0.795328,-771.437683,960.827759,3287.524658
263,2.191667,0.011623,0.608519,-0.01492,-0.793314,-768.222473,963.167969,3282.685547
264,2.2,0.010835,0.6111,-0.01668,-0.791303,-765.218262,965.322327,3277.925293
265,2.208333,0.009742,0.613901,-0.018468,-0.789107,-762.126099,967.45636,3273.013916
266,2.216667,0.008224,0.616496,-0.020159,-0.787057,-759.081299,969.626526,3268.269775
267,2.225,0.006421,0.619011,-0.021662,-0.785058,-756.207886,971.685181,3263.578613
268,2.233333,0.004641,0.621478,-0.022965,-0.783081,-753.325745,973.593201,3258.982178
269,2.241667,0.002012,0.623877,-0.024003,-0.781152,-750.496094,975.495789,3254.350342
270,2.25,-0.000518,0.626256,-0.024888,-0.77922,-747.739014,977.365356,3249.836182
271,2.258333,-0.003083,0.628553,-0.025663,-0.777337,-744.977234,979.21698,3245.407227
272,2.266667,-0.006255,0.630897,-0.026081,-0.775403,-742.44519,980.978027,3240.831543
273,2.275,-0.00939,0.632901,-0.026335,-0.773728,-739.853943,982.597168,3236.370117
274,2.283333,-0.012205,0.635036,-0.026205,-0.771941,-737.145996,984.13562,3231.872314
275,2.291667,-0.015512,0.636988,-0.026277,-0.770269,-734.54895,985.584717,3227.363281
276,2.3,-0.018635,0.638761,-0.026006,-0.768739,-732.026978,986.955444,3222.816162
277,2.308333,-0.02142,0.640591,-0.025622,-0.767155,-729.459473,988.299988,3218.211914
278,2.316667,-0.024646,0.642287,-0.024604,-0.765672,-727.050049,989.509155,3213.34668
279,2.325,-0.027057,0.643893,-0.023711,-0.764269,-724.473022,990.518921,3208.624268
280,2.333333,-0.029513,0.645255,-0.02259,-0.763063,-721.990234,991.426819,3203.890381
281,2.341667,-0.031899,0.646757,-0.021257,-0.761733,-719.395325,992.289551,3198.995361
282,2.35,-0.034181,0.647897,-0.019654,-0.760707,-716.771118,993.112671,3194.160889
283,2.358333,-0.03631,0.648994,-0.018767,-0.759695,-714.193665,993.538391,3189.203857
284,2.366667,-0.038122,0.650195,-0.016954,-0.758621,-711.569458,994.135132,3184.190186
285,2.375,-0.040249,0.651504,-0.014458,-0.757439,-708.830078,994.834839,3179.081787
286,2.383333,-0.041279,0.652383,-0.012072,-0.756668,-706.144043,995.190552,3173.865723
287,2.391667,-0.042598,0.653323,-0.009805,-0.755817,-703.321228,995.496582,3168.725342
288,2.4,-0.043592,0.653942,-0.007948,-0.755246,-700.471558,995.555298,3163.623535
289,2.408333,-0.044433,0.654685,-0.005546,-0.754575,-697.626587,995.715942,3158.411621
290,2.416667,-0.044808,0.655564,-0.0025,-0.753805,-694.744446,995.909729,3153.049316
291,2.425,-0.046188,0.656388,-0.000217,-0.753008,-691.800903,996.121643,3147.788574
292,2.433333,-0.04535,0.656495,0.002314,-0.752962,-689.031372,995.809753,3142.389893
293,2.441667,-0.045728,0.657105,0.004786,-0.752396,-686.137573,995.838623,3137.01709
294,2.45,-0.04553,0.657584,0.006688,-0.751975,-683.201294,995.625488,3131.592285
295,2.458333,-0.045909,0.658198,0.009955,-0.751378,-680.124512,995.787048,3126.047363
296,2.466667,-0.044982,0.658604,0.012586,-0.751039,-677.22699,995.557251,3120.40918
297,2.475,-0.044098,0.659018,0.01486,-0.750687,-674.11676,995.231628,3114.801025
298,2.483333,-0.044279,0.659126,0.016734,-0.750542,-671.173218,994.983826,3109.337158
299,2.491667,-0.043051,0.659477,0.019287,-0.750243,-668.105774,994.493164,3103.486572
300,2.5,-0.043122,0.659961,0.021367,-0.749757,-665.039978,994.141418,3097.748535
301,2.508333,-0.042662,0.660246,0.023213,-0.749478,-661.925537,993.613953,3091.983154
302,2.516667,-0.041266,0.660387,0.025066,-0.749371,-658.824951,992.884338,3086.111084
303,2.525,-0.040654,0.660416,0.026589,-0.749327,-655.717896,992.14032,3080.302002
304,2.533333,-0.038908,0.660831,0.028583,-0.748981,-652.501953,991.237671,3074.110107
305,2.541667,-0.038476,0.660893,0.029995,-0.748893,-649.348022,990.486938,3068.181152
306,2.55,-0.038922,0.661252,0.031379,-0.748496,-646.048523,989.707275,3062.332031
307,2.558333,-0.037749,0.661241,0.032901,-0.748501,-642.758179,988.700684,3056.083984
308,2.566667,-0.036775,0.661433,0.034073,-0.748326,-639.483032,987.604736,3049.801025
309,2.575,-0.037089,0.661469,0.034827,-0.748245,-636.229736,986.378723,3043.851563
310,2.583333,-0.035782,0.661457,0.0362,-0.748254,-632.782898,985.127686,3037.396484
311,2.591667,-0.035263,0.661527,0.036688,-0.748193,-629.332825,983.775452,3031.088135
312,2.6,-0.034295,0.661331,0.037412,-0.748375,-626.00116,982.324463,3024.710938
313,2.608333,-0.034141,0.661351,0.038219,-0.748324,-622.409302,981.013123,3018.355225
314,2.616667,-0.033816,0.661249,0.038961,-0.748391,-618.949585,979.669983,3012.037598
315,2.625,-0.033007,0.661136,0.039943,-0.748475,-615.397461,978.273438,3005.519531
316,2.633333,-0.032846,0.660933,0.040138,-0.748651,-611.924255,976.880676,2999.19043
317,2.641667,-0.032524,0.660667,0.040722,-0.748868,-608.393494,975.447632,2992.763184
318,2.65,-0.032331,0.660362,0.04102,-0.749129,-604.890686,974.065125,2986.390381
319,2.658333,-0.032171,0.660122,0.041473,-0.749322,-601.359863,972.802002,2980.005127
320,2.666667,-0.03186,0.659731,0.041343,-0.749687,-597.828247,971.341431,2973.580811
321,2.675,-0.031588,0.659291,0.041729,-0.750065,-594.310303,970.065063,2967.127686
322,2.683333,-0.031181,0.658799,0.042149,-0.75049,-590.817566,968.757935,2960.656982
323,2.691667,-0.030086,0.658111,0.041826,-0.751156,-587.200806,967.280396,2954.189941
324,2.7,-0.030682,0.658167,0.041784,-0.751085,-583.894043,965.967163,2947.487061
325,2.708333,-0.030402,0.657562,0.04197,-0.751616,-580.521606,964.7099,2940.876709
326,2.716667,-0.030035,0.656977,0.041344,-0.752177,-577.019714,963.415405,2934.353516
327,2.725,-0.028651,0.656371,0.041491,-0.752752,-573.666748,962.081726,2927.648438
328,2.733333,-0.02902,0.65581,0.041114,-0.753247,-570.250854,961.055542,2921.236572
329,2.741667,-0.028106,0.65517,0.041139,-0.753837,-566.793274,959.993713,2914.770752
330,2.75,-0.027286,0.654372,0.041246,-0.754554,-563.433655,959.093567,2908.477051
331,2.758333,-0.02698,0.653715,0.041753,-0.755106,-560.051819,958.490051,2902.279785
332,2.766667,-0.026083,0.652737,0.041485,-0.755998,-556.614502,957.681763,2896.444824
333,2.775,-0.02563,0.651896,0.041361,-0.756745,-553.132751,957.238403,2890.783936
334,2.783333,-0.025069,0.650943,0.041778,-0.757562,-549.818787,956.947083,2885.13623
335,2.791667,-0.024563,0.650155,0.042261,-0.758228,-546.413879,956.802979,2879.57251
336,2.8,-0.023857,0.649101,0.042923,-0.759115,-543.149475,956.802246,2874.073486
337,2.808333,-0.02248,0.648067,0.043446,-0.760011,-539.750488,956.750977,2868.574219
338,2.816667,-0.020951,0.646775,0.043923,-0.761127,-536.526184,956.671936,2863.053955
339,2.825,-0.02043,0.645837,0.044204,-0.761921,-533.174194,956.852112,2857.615723
340,2.833333,-0.0192,0.644761,0.04467,-0.762836,-529.807556,956.904907,2852.100586
341,2.841667,-0.018415,0.643695,0.045188,-0.763725,-526.524597,956.929871,2846.475586
342,2.85,-0.016831,0.642568,0.045686,-0.764681,-523.282471,956.943481,2840.8396
343,2.858333,-0.015529,0.641511,0.046074,-0.765572,-519.97406,957.025391,2835.223877
344,2.866667,-0.01337,0.640154,0.046864,-0.766699,-516.59375,956.946716,2829.345459
345,2.875,-0.011792,0.639071,0.047503,-0.767589,-513.31073,956.924866,2823.701416
346,2.883333,-0.010986,0.638274,0.047467,-0.768266,-510.076294,957.047607,2818.217773
347,2.891667,-0.009583,0.637212,0.047535,-0.769162,-506.864258,956.98645,2812.551514
348,2.9,-0.007786,0.636171,0.047986,-0.770015,-503.599823,956.785339,2806.72998
349,2.908333,-0.00667,0.635211,0.048238,-0.770802,-500.368011,956.734436,2800.948242
350,2.916667,-0.004675,0.634116,0.048553,-0.771698,-497.071228,956.568237,2795.128418
351,2.925,-0.003901,0.633231,0.048674,-0.772421,-493.869263,956.540833,2789.385742
352,2.933333,-0.001998,0.632163,0.049127,-0.773274,-490.516174,956.347778,2783.426514
353,2.941667,-0.000668,0.63111,0.049195,-0.774131,-487.329926,956.291077,2777.665039
354,2.95,0.000502,0.630174,0.049202,-0.774893,-484.266296,956.175598,2771.994873
355,2.958333,0.000617,0.629475,0.049155,-0.775464,-481.19458,956.20105,2766.445557
356,2.966667,0.00172,0.628727,0.049243,-0.776063,-477.956635,956.138306,2760.900146
357,2.975,0.002194,0.627775,0.04921,-0.776835,-475.024323,956.148376,2755.270264
358,2.983333,0.003468,0.626649,0.049346,-0.77773,-472.02005,955.980774,2749.385742
359,2.991667,0.004067,0.626053,0.048817,-0.778241,-468.946594,955.828796,2743.748535
360,3,0.004346,0.625244,0.048217,-0.778927,-466.183685,955.719788,2738.196533
361,3.008333,0.003808,0.624853,0.047466,-0.779289,-463.502197,955.844666,2732.946533
362,3.016667,0.003861,0.624153,0.046864,-0.779886,-461.005615,955.796509,2727.391602
363,3.025,0.003317,0.623595,0.046232,-0.780373,-458.44043,955.773621,2721.798096
364,3.033333,0.003939,0.622707,0.045366,-0.781129,-455.972992,955.453369,2715.98584
365,3.041667,0.003745,0.622208,0.044385,-0.781584,-453.729248,955.315186,2710.358398
366,3.05,0.003077,0.62185,0.043218,-0.781937,-451.467255,955.21106,2704.82959
367,3.058333,0.001851,0.621812,0.041868,-0.782044,-449.40625,955.138733,2699.48877
368,3.066667,0.001339,0.621395,0.040501,-0.782449,-447.51001,954.809082,2693.765137
369,3.075,0.00068,0.621034,0.03924,-0.782801,-445.499878,954.5448,2688.140869
370,3.083333,0.001095,0.620322,0.037852,-0.783432,-443.581879,953.949158,2682.06543
371,3.091667,0.000766,0.61991,0.036768,-0.783811,-441.834717,953.518616,2676.281982
372,3.1,-0.000087,0.619579,0.035581,-0.784128,-439.990662,953.174316,2670.567627
373,3.108333,-0.001433,0.619678,0.034607,-0.784092,-438.386688,952.984863,2665.082275
374,3.116667,-0.001861,0.619224,0.032943,-0.784521,-436.623718,952.431213,2659.478271
375,3.125,-0.002328,0.619025,0.032577,-0.784692,-434.847961,952.048767,2653.636475
376,3.133333,-0.002403,0.618393,0.031183,-0.785247,-433.2883,951.354797,2647.904785
377,3.141667,-0.002328,0.617809,0.030284,-0.785742,-431.616547,950.669434,2642.034912
378,3.15,-0.002313,0.617559,0.030387,-0.785934,-429.919983,950.219055,2636.169922
379,3.158333,-0.001982,0.616972,0.02972,-0.786422,-428.28714,949.52124,2630.322021
380,3.166667,-0.001498,0.616415,0.02885,-0.786892,-426.618439,948.771301,2624.44165
381,3.175,-0.000365,0.615462,0.028859,-0.787638,-424.888275,948.024536,2618.310059
382,3.183333,-0.000614,0.614963,0.028005,-0.788059,-423.375763,947.276733,2612.676758
383,3.191667,0.000085,0.614489,0.027896,-0.788432,-421.773865,946.582947,2606.687256
384,3.2,0.001046,0.613943,0.028098,-0.78885,-420.235504,945.883606,2600.683105
385,3.208333,0.001602,0.613517,0.028444,-0.789167,-418.630249,945.195129,2594.530518
386,3.216667,0.003225,0.612386,0.027791,-0.790064,-417.213135,944.076294,2588.47583
387,3.225,0.004533,0.611777,0.028375,-0.790509,-415.651459,943.266357,2582.032471
388,3.233333,0.005442,0.611331,0.028713,-0.790835,-414.278961,942.451843,2576.056885
389,3.241667,0.00552,0.611119,0.029038,-0.790987,-412.852905,941.697021,2569.981445
390,3.25,0.006442,0.610258,0.02866,-0.791658,-411.644501,940.542847,2563.884521
391,3.258333,0.007685,0.609798,0.029587,-0.791967,-410.236023,939.634644,2557.516846
392,3.266667,0.008245,0.609335,0.030082,-0.7923,-409.009949,938.743896,2551.290527
393,3.275,0.008749,0.609074,0.031029,-0.792458,-407.710632,937.830688,2545.015869
394,3.283333,0.009806,0.608058,0.031144,-0.793221,-406.552765,936.639893,2538.718018
